fullName,userName,email,password,roleId
ZjMbj kRmbe,zjmbjkrmbe84,zjmbj.krmbe@example.com,|Ib!}X-ZE,84
AUzTs gWupp,auztsgwupp85,auzts.gwupp@example.com,0A}+FotJ,85
YPRRV FbHEr,yprrvfbher86,yprrv.fbher@example.com,'iCu]ze:|c#,86
BfZMI JGELP,bfzmijgelp87,bfzmi.jgelp@example.com,5s~|NH=(G#MT,87
LzEqY eWxtr,lzeqyewxtr88,lzeqy.ewxtr@example.com,8WI[mh8c,88
LCDhb QzUTx,lcdhbqzutx89,lcdhb.qzutx@example.com,V)y_OMXUZy,89
wuwBV jajoC,wuwbvjajoc90,wuwbv.jajoc@example.com,U[Mq=Pmtc5,90
JMdiq cfFDF,jmdiqcffdf91,jmdiq.cffdf@example.com,xuzSJOFe}qe,91
HdrGl NGfvW,hdrglngfvw92,hdrgl.ngfvw@example.com,$gS=E`c#|[,92
kaGgj SVrkl,kaggjsvrkl93,kaggj.svrkl@example.com,$=+m2<D#,93
NHjTa nYSjo,nhjtanysjo94,nhjta.nysjo@example.com,y0G[S8Z/,94
AuCdl KVkbn,aucdlkvkbn95,aucdl.kvkbn@example.com,=0{XmHSo<,95
IBoSh EFzds,iboshefzds96,ibosh.efzds@example.com,"D)QARbIe#,-",96
sNLVJ IzMHl,snlvjizmhl97,snlvj.izmhl@example.com,~6Jai!j^,97
UmuPm SnaGs,umupmsnags98,umupm.snags@example.com,m?4{w]9w,98
imKnp SjZzO,imknpsjzzo99,imknp.sjzzo@example.com,"Y""?M.c1YhHa",99
OKhtH tbGLK,okhthtbglk100,okhth.tbglk@example.com,p1[5)n}u,100
1710192202302,531,HTTP Request,400,Bad Request,test1 3-1,text,false,,547,318,11,24,https://localhost:7221/api/v1/User/register,531,0,19
1710192207248,4906,HTTP Request,400,Bad Request,test1 3-100,text,false,,547,326,100,290,https://localhost:7221/api/v1/User/register,4906,0,4617
1710192212154,3496,HTTP Request,400,Bad Request,test1 3-100,text,false,,547,326,100,324,https://localhost:7221/api/v1/User/register,3496,0,0
1710192202849,12945,HTTP Request,200,OK,test1 3-12,text,true,,393,331,99,323,https://localhost:7221/api/v1/User/register,12945,0,777
1710192202648,13146,HTTP Request,500,Internal Server Error,test1 3-8,text,false,,356,328,99,323,https://localhost:7221/api/v1/User/register,13146,0,978
1710192204097,11713,HTTP Request,200,OK,test1 3-37,text,true,,393,331,99,323,https://localhost:7221/api/v1/User/register,11713,0,1401
1710192202897,12913,HTTP Request,200,OK,test1 3-13,text,true,,393,331,99,323,https://localhost:7221/api/v1/User/register,12913,0,869
1710192202499,13311,HTTP Request,200,OK,test1 3-5,text,true,,389,328,99,323,https://localhost:7221/api/v1/User/register,13311,0,1105
1710192202697,13113,HTTP Request,500,Internal Server Error,test1 3-9,text,false,,356,328,99,323,https://localhost:7221/api/v1/User/register,13113,0,907
1710192202834,12976,HTTP Request,200,OK,test1 3-1,text,true,,393,331,99,323,https://localhost:7221/api/v1/User/register,12976,0,0
1710192202747,15114,HTTP Request,200,OK,test1 3-10,text,true,,389,328,98,342,https://localhost:7221/api/v1/User/register,15114,0,863
1710192202557,15304,HTTP Request,200,OK,test1 3-6,text,true,,389,328,98,342,https://localhost:7221/api/v1/User/register,15304,0,1053
1710192202351,15511,HTTP Request,500,Internal Server Error,test1 3-2,text,false,,356,328,98,341,https://localhost:7221/api/v1/User/register,15511,0,17
1710192202947,14915,HTTP Request,200,OK,test1 3-14,text,true,,393,331,98,341,https://localhost:7221/api/v1/User/register,14915,0,981
1710192203198,15683,HTTP Request,200,OK,test1 3-19,text,true,,393,331,98,352,https://localhost:7221/api/v1/User/register,15683,0,758
1710192202799,16082,HTTP Request,200,OK,test1 3-11,text,true,,393,331,98,352,https://localhost:7221/api/v1/User/register,16082,0,811
1710192202597,16284,HTTP Request,500,Internal Server Error,test1 3-7,text,false,,356,328,98,352,https://localhost:7221/api/v1/User/register,16284,0,1013
1710192204597,14284,HTTP Request,200,OK,test1 3-47,text,true,,393,331,98,352,https://localhost:7221/api/v1/User/register,14284,0,904
1710192202997,15885,HTTP Request,200,OK,test1 3-15,text,true,,393,331,98,352,https://localhost:7221/api/v1/User/register,15885,0,905
1710192202398,16484,HTTP Request,500,Internal Server Error,test1 3-3,text,false,,356,328,98,352,https://localhost:7221/api/v1/User/register,16484,0,15
1710192204797,14086,HTTP Request,200,OK,test1 3-51,text,true,,393,331,98,352,https://localhost:7221/api/v1/User/register,14086,0,798
1710192202449,25741,HTTP Request,500,Internal Server Error,test1 3-4,text,false,,356,328,98,416,https://localhost:7221/api/v1/User/register,25741,0,1133
1710192203047,25145,HTTP Request,200,OK,test1 3-16,text,true,,393,331,98,416,https://localhost:7221/api/v1/User/register,25145,0,865
1710192203648,24546,HTTP Request,200,OK,test1 3-28,text,true,,393,331,98,415,https://localhost:7221/api/v1/User/register,24545,0,1531
1710192203447,26293,HTTP Request,200,OK,test1 3-24,text,true,,393,331,98,422,https://localhost:7221/api/v1/User/register,26293,0,1727
1710192203846,25894,HTTP Request,200,OK,test1 3-32,text,true,,393,331,98,422,https://localhost:7221/api/v1/User/register,25894,0,1586
1710192215794,13948,HTTP Request,400,Bad Request,test1 3-8,text,false,,547,326,98,422,https://localhost:7221/api/v1/User/register,13948,0,0
1710192204447,25295,HTTP Request,200,OK,test1 3-44,text,true,,393,331,98,422,https://localhost:7221/api/v1/User/register,25295,0,1052
1710192203097,29376,HTTP Request,200,OK,test1 3-17,text,true,,393,331,97,434,https://localhost:7221/api/v1/User/register,29376,0,825
1710192203297,29176,HTTP Request,200,OK,test1 3-21,text,true,,393,331,97,434,https://localhost:7221/api/v1/User/register,29176,0,1885
1710192203497,28976,HTTP Request,200,OK,test1 3-25,text,true,,393,331,97,434,https://localhost:7221/api/v1/User/register,28976,0,1686
1710192215810,16664,HTTP Request,400,Bad Request,test1 3-9,text,false,,547,326,97,434,https://localhost:7221/api/v1/User/register,16664,0,0
1710192204696,27779,HTTP Request,200,OK,test1 3-49,text,true,,393,331,96,433,https://localhost:7221/api/v1/User/register,27779,0,875
1710192203397,29105,HTTP Request,200,OK,test1 3-23,text,true,,393,331,96,433,https://localhost:7221/api/v1/User/register,29105,0,559
1710192203998,28505,HTTP Request,200,OK,test1 3-35,text,true,,393,331,96,433,https://localhost:7221/api/v1/User/register,28505,0,1503
1710192204397,28110,HTTP Request,200,OK,test1 3-43,text,true,,393,331,96,433,https://localhost:7221/api/v1/User/register,28110,0,1104
1710192218881,13633,HTTP Request,400,Bad Request,test1 3-7,text,false,,547,325,96,432,https://localhost:7221/api/v1/User/register,13633,0,0
1710192203599,28915,HTTP Request,200,OK,test1 3-27,text,true,,393,331,95,431,https://localhost:7221/api/v1/User/register,28915,0,1578
1710192204198,28316,HTTP Request,200,OK,test1 3-39,text,true,,393,331,95,431,https://localhost:7221/api/v1/User/register,28316,0,1310
1710192218883,13632,HTTP Request,400,Bad Request,test1 3-3,text,false,,547,325,95,431,https://localhost:7221/api/v1/User/register,13632,0,0
1710192203148,29370,HTTP Request,200,OK,test1 3-18,text,true,,393,331,94,430,https://localhost:7221/api/v1/User/register,29370,0,780
1710192203349,29169,HTTP Request,200,OK,test1 3-22,text,true,,393,331,94,430,https://localhost:7221/api/v1/User/register,29169,0,1944
1710192204349,28170,HTTP Request,200,OK,test1 3-42,text,true,,393,331,94,430,https://localhost:7221/api/v1/User/register,28170,0,1149
1710192204547,27978,HTTP Request,200,OK,test1 3-46,text,true,,393,331,94,430,https://localhost:7221/api/v1/User/register,27978,0,951
1710192217862,14664,HTTP Request,400,Bad Request,test1 3-2,text,false,,547,326,94,430,https://localhost:7221/api/v1/User/register,14664,0,0
1710192204248,44401,HTTP Request,200,OK,test1 3-40,text,true,,393,331,93,454,https://localhost:7221/api/v1/User/register,44401,0,1253
1710192204848,43808,HTTP Request,500,Internal Server Error,test1 3-52,text,false,,458,331,93,454,https://localhost:7221/api/v1/User/register,43807,0,758
1710192228190,20466,HTTP Request,400,Bad Request,test1 3-4,text,false,,547,325,93,454,https://localhost:7221/api/v1/User/register,20466,0,0
1710192204646,44175,HTTP Request,200,OK,test1 3-48,text,true,,393,331,92,452,https://localhost:7221/api/v1/User/register,44175,0,853
1710192205246,43590,HTTP Request,500,Internal Server Error,test1 3-60,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43590,0,535
1710192205453,43384,HTTP Request,500,Internal Server Error,test1 3-64,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43384,0,385
1710192205847,42990,HTTP Request,500,Internal Server Error,test1 3-72,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,42990,0,42
1710192205647,43191,HTTP Request,500,Internal Server Error,test1 3-68,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43191,0,240
1710192205096,44410,HTTP Request,500,Internal Server Error,test1 3-57,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,44410,0,537
1710192205303,44203,HTTP Request,500,Internal Server Error,test1 3-61,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,44203,0,482
1710192203699,45807,HTTP Request,500,Internal Server Error,test1 3-29,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45807,0,1595
1710192204497,45009,HTTP Request,500,Internal Server Error,test1 3-45,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45009,0,1001
1710192203896,45610,HTTP Request,500,Internal Server Error,test1 3-33,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45610,0,1563
1710192205497,44010,HTTP Request,500,Internal Server Error,test1 3-65,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,44010,0,358
1710192204298,45209,HTTP Request,500,Internal Server Error,test1 3-41,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45209,0,1200
1710192205896,43611,HTTP Request,500,Internal Server Error,test1 3-73,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43611,0,22
1710192205698,43809,HTTP Request,500,Internal Server Error,test1 3-69,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43809,0,178
1710192205147,44374,HTTP Request,500,Internal Server Error,test1 3-58,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,44374,0,634
1710192203748,45774,HTTP Request,500,Internal Server Error,test1 3-30,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45774,0,1545
1710192203948,45574,HTTP Request,500,Internal Server Error,test1 3-34,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45574,0,1551
1710192203547,45975,HTTP Request,500,Internal Server Error,test1 3-26,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45975,0,1746
1710192204147,45376,HTTP Request,500,Internal Server Error,test1 3-38,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,45376,0,1351
1710192205346,44177,HTTP Request,500,Internal Server Error,test1 3-62,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,44177,0,471
1710192205549,43974,HTTP Request,500,Internal Server Error,test1 3-66,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43974,0,304
1710192205748,43775,HTTP Request,500,Internal Server Error,test1 3-70,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43775,0,141
1710192205947,43577,HTTP Request,500,Internal Server Error,test1 3-74,text,false,,458,331,92,452,https://localhost:7221/api/v1/User/register,43577,0,17
1710192205196,44342,HTTP Request,500,Internal Server Error,test1 3-59,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,44342,0,580
1710192203797,45741,HTTP Request,500,Internal Server Error,test1 3-31,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,45741,0,1635
1710192205597,43942,HTTP Request,500,Internal Server Error,test1 3-67,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,43942,0,335
1710192205797,43742,HTTP Request,500,Internal Server Error,test1 3-71,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,43742,0,148
1710192205997,43563,HTTP Request,500,Internal Server Error,test1 3-75,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,43563,0,14
1710192205397,44163,HTTP Request,500,Internal Server Error,test1 3-63,text,false,,458,331,92,450,https://localhost:7221/api/v1/User/register,44163,0,428
1710192248656,6803,HTTP Request,400,Bad Request,test1 3-52,text,false,,547,324,92,459,https://localhost:7221/api/v1/User/register,6803,0,0
1710192204047,51728,HTTP Request,200,OK,test1 3-36,text,true,,393,331,91,454,https://localhost:7221/api/v1/User/register,51724,0,1452
1710192203250,52525,HTTP Request,200,OK,test1 3-20,text,true,,393,331,91,454,https://localhost:7221/api/v1/User/register,52525,0,1924
1710192205046,50730,HTTP Request,200,OK,test1 3-56,text,true,,393,331,91,454,https://localhost:7221/api/v1/User/register,50730,0,584
1710192248836,6954,HTTP Request,400,Bad Request,test1 3-60,text,false,,547,324,91,454,https://localhost:7221/api/v1/User/register,6954,0,0
1710192248837,6953,HTTP Request,400,Bad Request,test1 3-64,text,false,,547,324,91,454,https://localhost:7221/api/v1/User/register,6953,0,0
1710192248838,6953,HTTP Request,400,Bad Request,test1 3-68,text,false,,547,324,91,454,https://localhost:7221/api/v1/User/register,6953,0,0
1710192248838,6953,HTTP Request,400,Bad Request,test1 3-72,text,false,,547,324,88,451,https://localhost:7221/api/v1/User/register,6953,0,0
1710192204897,52326,HTTP Request,200,OK,test1 3-53,text,true,,393,331,87,447,https://localhost:7221/api/v1/User/register,52326,0,721
1710192206697,50530,HTTP Request,500,Internal Server Error,test1 3-89,text,false,,458,331,87,447,https://localhost:7221/api/v1/User/register,50530,0,5120
1710192249506,7726,HTTP Request,400,Bad Request,test1 3-61,text,false,,547,324,87,446,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249506,7726,HTTP Request,400,Bad Request,test1 3-57,text,false,,547,324,87,446,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249506,7726,HTTP Request,400,Bad Request,test1 3-29,text,false,,547,324,86,445,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249506,7726,HTTP Request,400,Bad Request,test1 3-45,text,false,,547,324,86,445,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249507,7726,HTTP Request,400,Bad Request,test1 3-33,text,false,,547,324,83,442,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249507,7726,HTTP Request,400,Bad Request,test1 3-65,text,false,,547,324,83,442,https://localhost:7221/api/v1/User/register,7726,0,0
1710192249511,7723,HTTP Request,400,Bad Request,test1 3-41,text,false,,547,324,81,440,https://localhost:7221/api/v1/User/register,7723,0,0
1710192249511,7725,HTTP Request,400,Bad Request,test1 3-73,text,false,,547,324,80,439,https://localhost:7221/api/v1/User/register,7725,0,0
1710192249512,7724,HTTP Request,400,Bad Request,test1 3-69,text,false,,547,324,80,439,https://localhost:7221/api/v1/User/register,7724,0,0
1710192204946,52341,HTTP Request,200,OK,test1 3-54,text,true,,393,331,78,437,https://localhost:7221/api/v1/User/register,52341,0,683
1710192204746,52541,HTTP Request,200,OK,test1 3-50,text,true,,393,331,78,437,https://localhost:7221/api/v1/User/register,52541,0,832
1710192249522,7769,HTTP Request,400,Bad Request,test1 3-58,text,false,,547,324,78,436,https://localhost:7221/api/v1/User/register,7769,0,0
1710192249522,7770,HTTP Request,400,Bad Request,test1 3-30,text,false,,547,324,77,435,https://localhost:7221/api/v1/User/register,7770,0,0
1710192249522,7770,HTTP Request,400,Bad Request,test1 3-34,text,false,,547,324,76,434,https://localhost:7221/api/v1/User/register,7770,0,0
1710192249522,7771,HTTP Request,400,Bad Request,test1 3-26,text,false,,547,324,75,433,https://localhost:7221/api/v1/User/register,7771,0,0
1710192249523,7770,HTTP Request,400,Bad Request,test1 3-38,text,false,,547,324,74,432,https://localhost:7221/api/v1/User/register,7770,0,0
1710192249523,7770,HTTP Request,400,Bad Request,test1 3-62,text,false,,547,324,73,431,https://localhost:7221/api/v1/User/register,7770,0,0
1710192249523,7771,HTTP Request,400,Bad Request,test1 3-66,text,false,,547,324,72,430,https://localhost:7221/api/v1/User/register,7771,0,0
1710192249523,7771,HTTP Request,400,Bad Request,test1 3-70,text,false,,547,324,71,429,https://localhost:7221/api/v1/User/register,7771,0,0
1710192249524,7771,HTTP Request,400,Bad Request,test1 3-74,text,false,,547,324,70,428,https://localhost:7221/api/v1/User/register,7771,0,0
1710192249560,7793,HTTP Request,400,Bad Request,test1 3-75,text,false,,547,325,69,425,https://localhost:7221/api/v1/User/register,7793,0,0
1710192249560,7796,HTTP Request,400,Bad Request,test1 3-63,text,false,,547,324,68,424,https://localhost:7221/api/v1/User/register,7796,0,0
1710192204996,52369,HTTP Request,200,OK,test1 3-55,text,true,,393,331,67,419,https://localhost:7221/api/v1/User/register,52369,0,634
1710192249538,7831,HTTP Request,400,Bad Request,test1 3-59,text,false,,547,324,67,419,https://localhost:7221/api/v1/User/register,7831,0,0
1710192249538,7834,HTTP Request,400,Bad Request,test1 3-31,text,false,,547,324,66,418,https://localhost:7221/api/v1/User/register,7834,0,0
1710192249539,7834,HTTP Request,400,Bad Request,test1 3-67,text,false,,547,324,65,417,https://localhost:7221/api/v1/User/register,7834,0,0
1710192249539,7835,HTTP Request,400,Bad Request,test1 3-71,text,false,,547,324,64,416,https://localhost:7221/api/v1/User/register,7835,0,0
1710192257226,1181,HTTP Request,400,Bad Request,test1 3-89,text,false,,547,324,63,414,https://localhost:7221/api/v1/User/register,1181,0,0
1710192206747,51891,HTTP Request,200,OK,test1 3-90,text,true,,393,331,62,411,https://localhost:7221/api/v1/User/register,51891,0,3849
1710192206447,54103,HTTP Request,200,OK,test1 3-84,text,true,,393,331,62,412,https://localhost:7221/api/v1/User/register,54103,0,4179
1710192206847,53703,HTTP Request,200,OK,test1 3-92,text,true,,393,331,62,412,https://localhost:7221/api/v1/User/register,53703,0,3779
1710192206246,54316,HTTP Request,200,OK,test1 3-80,text,true,,393,331,62,412,https://localhost:7221/api/v1/User/register,54316,0,4380
1710192206648,53925,HTTP Request,200,OK,test1 3-88,text,true,,393,331,62,403,https://localhost:7221/api/v1/User/register,53925,0,3750
1710192206047,54526,HTTP Request,200,OK,test1 3-76,text,true,,393,331,62,403,https://localhost:7221/api/v1/User/register,54526,0,4351
1710192206096,56946,HTTP Request,200,OK,test1 3-77,text,true,,393,331,62,405,https://localhost:7221/api/v1/User/register,56946,0,4276
1710192206497,56545,HTTP Request,200,OK,test1 3-85,text,true,,393,331,62,405,https://localhost:7221/api/v1/User/register,56545,0,3876
1710192206898,56145,HTTP Request,200,OK,test1 3-93,text,true,,393,331,62,405,https://localhost:7221/api/v1/User/register,56145,0,3475
1710192206298,56745,HTTP Request,200,OK,test1 3-81,text,true,,393,331,62,405,https://localhost:7221/api/v1/User/register,56745,0,4074
1710192206198,57594,HTTP Request,200,OK,test1 3-79,text,true,,393,331,62,399,https://localhost:7221/api/v1/User/register,57594,0,4408
1710192206397,57395,HTTP Request,200,OK,test1 3-83,text,true,,393,331,62,399,https://localhost:7221/api/v1/User/register,57395,0,4209
1710192206997,56795,HTTP Request,200,OK,test1 3-95,text,true,,393,331,62,399,https://localhost:7221/api/v1/User/register,56795,0,3609
1710192206797,56996,HTTP Request,200,OK,test1 3-91,text,true,,393,331,62,399,https://localhost:7221/api/v1/User/register,56996,0,3809
1710192206348,57559,HTTP Request,200,OK,test1 3-82,text,true,,393,331,62,397,https://localhost:7221/api/v1/User/register,57559,0,4248
1710192206149,57758,HTTP Request,200,OK,test1 3-78,text,true,,393,331,62,397,https://localhost:7221/api/v1/User/register,57758,0,4447
1710192206948,56959,HTTP Request,200,OK,test1 3-94,text,true,,393,331,62,397,https://localhost:7221/api/v1/User/register,56959,0,3649
